goal_code,indicator_code,country,availability,disaggregation
4,4.1.1,Comoros,1,Sex
4,4.2.2,Comoros,1,Sex
4,4.3.1,Comoros,1,Sex
4,4.6.1,Comoros,1,Sex
4,4.c.1,Comoros,1,Sex
5,5.4.1,Comoros,1,Sex
5,5.5.1,Comoros,1,Sex
8,8.5.1,Comoros,1,Sex
8,8.5.2,Comoros,1,Sex
8,8.6.1,Comoros,1,Sex
8,8.7.1,Comoros,1,Sex
8,8.10.2,Comoros,1,Sex
16,16.2.3,Comoros,1,Sex
16,16.9.1,Comoros,1,Sex
2,2.2.1,Djibouti,1,Sex
2,2.2.2,Djibouti,1,Sex
3,3.2.1,Djibouti,1,Sex
3,3.3.1,Djibouti,1,Sex
3,3.4.1,Djibouti,1,Sex
3,3.9.3,Djibouti,1,Sex
3,3.a.1,Djibouti,1,Sex
4,4.1.1,Djibouti,1,Sex
4,4.2.2,Djibouti,1,Sex
4,4.3.1,Djibouti,1,Sex
4,4.c.1,Djibouti,1,Sex
5,5.4.1,Djibouti,1,Sex
5,5.5.1,Djibouti,1,Sex
5,5.b.1,Djibouti,1,Sex
8,8.5.1,Djibouti,1,Sex
8,8.10.2,Djibouti,1,Sex
16,16.9.1,Djibouti,1,Sex
1,1.1.1,Egypt,1,Sex
2,2.1.2,Egypt,1,Sex
2,2.2.1,Egypt,1,Sex
2,2.2.2,Egypt,1,Sex
3,3.2.1,Egypt,1,Sex
3,3.3.1,Egypt,1,Sex
3,3.4.1,Egypt,1,Sex
3,3.9.3,Egypt,1,Sex
3,3.a.1,Egypt,1,Sex
4,4.1.1,Egypt,1,Sex
4,4.2.2,Egypt,1,Sex
4,4.3.1,Egypt,1,Sex
4,4.6.1,Egypt,1,Sex
4,4.c.1,Egypt,1,Sex
5,5.4.1,Egypt,1,Sex
5,5.5.1,Egypt,1,Sex
5,5.b.1,Egypt,1,Sex
8,8.3.1,Egypt,1,Sex
8,8.5.1,Egypt,1,Sex
8,8.5.2,Egypt,1,Sex
8,8.6.1,Egypt,1,Sex
8,8.7.1,Egypt,1,Sex
8,8.8.1,Egypt,1,Sex
8,8.10.2,Egypt,1,Sex
16,16.1.1,Egypt,1,Sex
16,16.2.2,Egypt,1,Sex
16,16.9.1,Egypt,1,Sex
1,1.1.1,Iraq,1,Sex
2,2.2.1,Iraq,1,Sex
2,2.2.2,Iraq,1,Sex
3,3.2.1,Iraq,1,Sex
3,3.4.1,Iraq,1,Sex
3,3.9.3,Iraq,1,Sex
4,4.1.1,Iraq,1,Sex
4,4.2.2,Iraq,1,Sex
4,4.3.1,Iraq,1,Sex
4,4.4.1,Iraq,1,Sex
4,4.6.1,Iraq,1,Sex
4,4.c.1,Iraq,1,Sex
5,5.4.1,Iraq,1,Sex
5,5.5.1,Iraq,1,Sex
5,5.b.1,Iraq,1,Sex
8,8.5.1,Iraq,1,Sex
8,8.5.2,Iraq,1,Sex
8,8.6.1,Iraq,1,Sex
8,8.7.1,Iraq,1,Sex
8,8.10.2,Iraq,1,Sex
16,16.1.1,Iraq,1,Sex
16,16.5.1,Iraq,1,Sex
16,16.9.1,Iraq,1,Sex
1,1.1.1,Jordan,1,Sex
2,2.2.1,Jordan,1,Sex
2,2.2.2,Jordan,1,Sex
3,3.2.1,Jordan,1,Sex
3,3.4.1,Jordan,1,Sex
3,3.9.3,Jordan,1,Sex
4,4.1.1,Jordan,1,Sex
4,4.2.2,Jordan,1,Sex
4,4.3.1,Jordan,1,Sex
4,4.4.1,Jordan,1,Sex
4,4.6.1,Jordan,1,Sex
4,4.c.1,Jordan,1,Sex
5,5.4.1,Jordan,1,Sex
5,5.5.1,Jordan,1,Sex
8,8.5.1,Jordan,1,Sex
8,8.5.2,Jordan,1,Sex
8,8.7.1,Jordan,1,Sex
8,8.10.2,Jordan,1,Sex
16,16.1.1,Jordan,1,Sex
16,16.3.2,Jordan,1,Sex
16,16.9.1,Jordan,1,Sex
1,1.1.1,Kuwait,1,Sex
2,2.2.1,Kuwait,1,Sex
2,2.2.2,Kuwait,1,Sex
3,3.2.1,Kuwait,1,Sex
3,3.3.1,Kuwait,1,Sex
3,3.4.1,Kuwait,1,Sex
3,3.9.3,Kuwait,1,Sex
3,3.a.1,Kuwait,1,Sex
4,4.1.1,Kuwait,1,Sex
4,4.2.2,Kuwait,1,Sex
4,4.3.1,Kuwait,1,Sex
4,4.4.1,Kuwait,1,Sex
4,4.6.1,Kuwait,1,Sex
4,4.c.1,Kuwait,1,Sex
5,5.4.1,Kuwait,1,Sex
5,5.5.1,Kuwait,1,Sex
5,5.b.1,Kuwait,1,Sex
8,8.5.1,Kuwait,1,Sex
8,8.5.2,Kuwait,1,Sex
8,8.10.2,Kuwait,1,Sex
16,16.1.1,Kuwait,1,Sex
16,16.2.2,Kuwait,1,Sex
1,1.1.1,Lebanon,1,Sex
2,2.2.1,Lebanon,1,Sex
2,2.2.2,Lebanon,1,Sex
3,3.2.1,Lebanon,1,Sex
3,3.3.1,Lebanon,1,Sex
3,3.4.1,Lebanon,1,Sex
3,3.9.3,Lebanon,1,Sex
3,3.a.1,Lebanon,1,Sex
4,4.1.1,Lebanon,1,Sex
4,4.4.1,Lebanon,1,Sex
4,4.6.1,Lebanon,1,Sex
5,5.4.1,Lebanon,1,Sex
5,5.5.1,Lebanon,1,Sex
8,8.5.1,Lebanon,1,Sex
8,8.5.2,Lebanon,1,Sex
8,8.6.1,Lebanon,1,Sex
8,8.10.2,Lebanon,1,Sex
16,16.2.2,Lebanon,1,Sex
16,16.3.2,Lebanon,1,Sex
16,16.9.1,Lebanon,1,Sex
1,1.1.1,Libya,1,Sex
2,2.2.1,Libya,1,Sex
2,2.2.2,Libya,1,Sex
3,3.2.1,Libya,1,Sex
3,3.4.1,Libya,1,Sex
3,3.9.3,Libya,1,Sex
4,4.2.2,Libya,1,Sex
4,4.3.1,Libya,1,Sex
4,4.6.1,Libya,1,Sex
5,5.4.1,Libya,1,Sex
5,5.5.1,Libya,1,Sex
8,8.5.1,Libya,1,Sex
8,8.5.2,Libya,1,Sex
8,8.10.2,Libya,1,Sex
16,16.3.2,Libya,1,Sex
1,1.1.1,Mauritania,1,Sex
2,2.2.1,Mauritania,1,Sex
2,2.2.2,Mauritania,1,Sex
3,3.2.1,Mauritania,1,Sex
3,3.3.1,Mauritania,1,Sex
3,3.4.1,Mauritania,1,Sex
3,3.9.3,Mauritania,1,Sex
4,4.1.1,Mauritania,1,Sex
4,4.2.2,Mauritania,1,Sex
4,4.3.1,Mauritania,1,Sex
4,4.6.1,Mauritania,1,Sex
4,4.c.1,Mauritania,1,Sex
5,5.4.1,Mauritania,1,Sex
5,5.5.1,Mauritania,1,Sex
8,8.5.1,Mauritania,1,Sex
8,8.5.2,Mauritania,1,Sex
8,8.6.1,Mauritania,1,Sex
8,8.7.1,Mauritania,1,Sex
8,8.10.2,Mauritania,1,Sex
16,16.2.2,Mauritania,1,Sex
1,1.1.1,Morocco,1,Sex
2,2.2.1,Morocco,1,Sex
2,2.2.2,Morocco,1,Sex
3,3.2.1,Morocco,1,Sex
3,3.3.1,Morocco,1,Sex
3,3.4.1,Morocco,1,Sex
3,3.9.3,Morocco,1,Sex
3,3.a.1,Morocco,1,Sex
4,4.1.1,Morocco,1,Sex
4,4.2.2,Morocco,1,Sex
4,4.3.1,Morocco,1,Sex
4,4.6.1,Morocco,1,Sex
4,4.c.1,Morocco,1,Sex
5,5.4.1,Morocco,1,Sex
5,5.5.1,Morocco,1,Sex
5,5.b.1,Morocco,1,Sex
8,8.5.1,Morocco,1,Sex
8,8.5.2,Morocco,1,Sex
8,8.10.2,Morocco,1,Sex
16,16.1.1,Morocco,1,Sex
16,16.2.2,Morocco,1,Sex
16,16.3.2,Morocco,1,Sex
1,1.1.1,Oman,1,Sex
2,2.2.1,Oman,1,Sex
2,2.2.2,Oman,1,Sex
3,3.2.1,Oman,1,Sex
3,3.4.1,Oman,1,Sex
3,3.9.3,Oman,1,Sex
3,3.a.1,Oman,1,Sex
4,4.1.1,Oman,1,Sex
4,4.2.2,Oman,1,Sex
4,4.3.1,Oman,1,Sex
4,4.4.1,Oman,1,Sex
4,4.6.1,Oman,1,Sex
4,4.c.1,Oman,1,Sex
5,5.4.1,Oman,1,Sex
5,5.5.1,Oman,1,Sex
5,5.b.1,Oman,1,Sex
8,8.5.1,Oman,1,Sex
8,8.5.2,Oman,1,Sex
8,8.10.2,Oman,1,Sex
16,16.1.1,Oman,1,Sex
16,16.2.2,Oman,1,Sex
1,1.1.1,Palestine,1,Sex
2,2.2.1,Palestine,1,Sex
2,2.2.2,Palestine,1,Sex
3,3.2.1,Palestine,1,Sex
4,4.1.1,Palestine,1,Sex
4,4.2.2,Palestine,1,Sex
4,4.3.1,Palestine,1,Sex
4,4.4.1,Palestine,1,Sex
4,4.6.1,Palestine,1,Sex
4,4.c.1,Palestine,1,Sex
5,5.4.1,Palestine,1,Sex
5,5.b.1,Palestine,1,Sex
8,8.3.1,Palestine,1,Sex
8,8.5.1,Palestine,1,Sex
8,8.5.2,Palestine,1,Sex
8,8.6.1,Palestine,1,Sex
8,8.7.1,Palestine,1,Sex
8,8.8.1,Palestine,1,Sex
8,8.10.2,Palestine,1,Sex
16,16.1.1,Palestine,1,Sex
16,16.2.3,Palestine,1,Sex
16,16.9.1,Palestine,1,Sex
1,1.3.1,Qatar,1,Sex
2,2.2.1,Qatar,1,Sex
3,3.2.1,Qatar,1,Sex
3,3.4.1,Qatar,1,Sex
3,3.9.3,Qatar,1,Sex
3,3.a.1,Qatar,1,Sex
4,4.1.1,Qatar,1,Sex
4,4.2.2,Qatar,1,Sex
4,4.3.1,Qatar,1,Sex
4,4.4.1,Qatar,1,Sex
4,4.6.1,Qatar,1,Sex
4,4.c.1,Qatar,1,Sex
5,5.4.1,Qatar,1,Sex
5,5.5.1,Qatar,1,Sex
5,5.b.1,Qatar,1,Sex
8,8.5.1,Qatar,1,Sex
8,8.5.2,Qatar,1,Sex
8,8.6.1,Qatar,1,Sex
8,8.8.1,Qatar,1,Sex
8,8.10.2,Qatar,1,Sex
16,16.1.1,Qatar,1,Sex
2,2.2.1,Saudi Arabia,1,Sex
2,2.2.2,Saudi Arabia,1,Sex
3,3.2.1,Saudi Arabia,1,Sex
3,3.4.1,Saudi Arabia,1,Sex
3,3.9.3,Saudi Arabia,1,Sex
3,3.a.1,Saudi Arabia,1,Sex
4,4.1.1,Saudi Arabia,1,Sex
4,4.2.2,Saudi Arabia,1,Sex
4,4.3.1,Saudi Arabia,1,Sex
4,4.4.1,Saudi Arabia,1,Sex
4,4.6.1,Saudi Arabia,1,Sex
4,4.c.1,Saudi Arabia,1,Sex
5,5.4.1,Saudi Arabia,1,Sex
5,5.5.1,Saudi Arabia,1,Sex
5,5.b.1,Saudi Arabia,1,Sex
8,8.5.1,Saudi Arabia,1,Sex
8,8.5.2,Saudi Arabia,1,Sex
8,8.6.1,Saudi Arabia,1,Sex
8,8.10.2,Saudi Arabia,1,Sex
16,16.1.1,Saudi Arabia,1,Sex
1,1.1.1,Somalia,1,Sex
2,2.2.1,Somalia,1,Sex
2,2.2.2,Somalia,1,Sex
3,3.2.1,Somalia,1,Sex
3,3.3.1,Somalia,1,Sex
3,3.4.1,Somalia,1,Sex
3,3.9.3,Somalia,1,Sex
4,4.c.1,Somalia,1,Sex
5,5.4.1,Somalia,1,Sex
5,5.5.1,Somalia,1,Sex
8,8.5.1,Somalia,1,Sex
8,8.10.2,Somalia,1,Sex
16,16.9.1,Somalia,1,Sex
1,1.1.1,Sudan,1,Sex
2,2.2.1,Sudan,1,Sex
2,2.2.2,Sudan,1,Sex
3,3.2.1,Sudan,1,Sex
3,3.3.1,Sudan,1,Sex
3,3.4.1,Sudan,1,Sex
3,3.9.3,Sudan,1,Sex
4,4.1.1,Sudan,1,Sex
4,4.2.2,Sudan,1,Sex
4,4.3.1,Sudan,1,Sex
4,4.6.1,Sudan,1,Sex
4,4.c.1,Sudan,1,Sex
5,5.4.1,Sudan,1,Sex
5,5.5.1,Sudan,1,Sex
5,5.b.1,Sudan,1,Sex
8,8.3.1,Sudan,1,Sex
8,8.5.1,Sudan,1,Sex
8,8.5.2,Sudan,1,Sex
8,8.6.1,Sudan,1,Sex
8,8.7.1,Sudan,1,Sex
8,8.10.2,Sudan,1,Sex
16,16.9.1,Sudan,1,Sex
1,1.1.1,Syria,1,Sex
2,2.2.1,Syria,1,Sex
2,2.2.2,Syria,1,Sex
3,3.2.1,Syria,1,Sex
3,3.4.1,Syria,1,Sex
3,3.9.3,Syria,1,Sex
4,4.1.1,Syria,1,Sex
4,4.2.2,Syria,1,Sex
4,4.3.1,Syria,1,Sex
4,4.4.1,Syria,1,Sex
4,4.6.1,Syria,1,Sex
4,4.c.1,Syria,1,Sex
5,5.4.1,Syria,1,Sex
5,5.5.1,Syria,1,Sex
8,8.5.1,Syria,1,Sex
8,8.5.2,Syria,1,Sex
8,8.10.2,Syria,1,Sex
16,16.9.1,Syria,1,Sex
1,1.1.1,Tunisia,1,Sex
1,1.3.1,Tunisia,1,Sex
2,2.2.1,Tunisia,1,Sex
2,2.2.2,Tunisia,1,Sex
3,3.2.1,Tunisia,1,Sex
3,3.3.1,Tunisia,1,Sex
3,3.4.1,Tunisia,1,Sex
3,3.9.3,Tunisia,1,Sex
3,3.a.1,Tunisia,1,Sex
4,4.1.1,Tunisia,1,Sex
4,4.2.2,Tunisia,1,Sex
4,4.3.1,Tunisia,1,Sex
4,4.4.1,Tunisia,1,Sex
4,4.6.1,Tunisia,1,Sex
4,4.c.1,Tunisia,1,Sex
5,5.4.1,Tunisia,1,Sex
5,5.5.1,Tunisia,1,Sex
8,8.5.1,Tunisia,1,Sex
8,8.5.2,Tunisia,1,Sex
8,8.6.1,Tunisia,1,Sex
8,8.7.1,Tunisia,1,Sex
8,8.10.2,Tunisia,1,Sex
16,16.2.2,Tunisia,1,Sex
16,16.9.1,Tunisia,1,Sex
3,3.2.1,United Arab Emirates,1,Sex
3,3.4.1,United Arab Emirates,1,Sex
3,3.9.3,United Arab Emirates,1,Sex
3,3.a.1,United Arab Emirates,1,Sex
4,4.1.1,United Arab Emirates,1,Sex
4,4.2.2,United Arab Emirates,1,Sex
4,4.4.1,United Arab Emirates,1,Sex
4,4.6.1,United Arab Emirates,1,Sex
4,4.c.1,United Arab Emirates,1,Sex
5,5.4.1,United Arab Emirates,1,Sex
5,5.5.1,United Arab Emirates,1,Sex
5,5.b.1,United Arab Emirates,1,Sex
8,8.5.1,United Arab Emirates,1,Sex
8,8.5.2,United Arab Emirates,1,Sex
8,8.6.1,United Arab Emirates,1,Sex
8,8.10.2,United Arab Emirates,1,Sex
16,16.1.1,United Arab Emirates,1,Sex
16,16.2.2,United Arab Emirates,1,Sex
16,16.3.2,United Arab Emirates,1,Sex
1,1.1.1,Yemen,1,Sex
2,2.2.1,Yemen,1,Sex
2,2.2.2,Yemen,1,Sex
3,3.2.1,Yemen,1,Sex
3,3.4.1,Yemen,1,Sex
3,3.9.3,Yemen,1,Sex
3,3.a.1,Yemen,1,Sex
4,4.1.1,Yemen,1,Sex
4,4.2.2,Yemen,1,Sex
4,4.3.1,Yemen,1,Sex
4,4.6.1,Yemen,1,Sex
4,4.c.1,Yemen,1,Sex
5,5.4.1,Yemen,1,Sex
5,5.5.1,Yemen,1,Sex
8,8.3.1,Yemen,1,Sex
8,8.5.1,Yemen,1,Sex
8,8.5.2,Yemen,1,Sex
8,8.6.1,Yemen,1,Sex
8,8.10.2,Yemen,1,Sex
16,16.9.1,Yemen,1,Sex
1,1.a.2,Algeria,0,Education
2,2.2.1,Algeria,0.5,Education
2,2.2.2,Algeria,0.5,Education
17,17.8.1,Algeria,0.5,Education
3,3.1.2,Algeria,0.5,Education
3,3.2.1,Algeria,0.5,Education
3,3.2.2,Algeria,0.5,Education
3,3.7.2,Algeria,0.5,Education
4,4.1.2,Algeria,0,Education
4,4.2.1,Algeria,1,Education
4,4.a.1,Algeria,0,Education
4,4.c.1,Algeria,1,Education
5,5.2.1,Algeria,0,Education
5,5.2.2,Algeria,0,Education
5,5.3.1,Algeria,0.5,Education
5,5.3.2,Algeria,0,Education
5,5.6.1,Algeria,0,Education
5,5.b.1,Algeria,0.5,Education
8,8.10.2,Algeria,1,Education
10,10.7.1,Algeria,0,Education
10,10.7.4,Algeria,0,Education
16,16.1.3,Algeria,0,Education
16,16.2.3,Algeria,0,Education
16,16.5.1,Algeria,0,Education
1,1.a.2,Bahrain,0,Education
2,2.2.1,Bahrain,0.5,Education
2,2.2.2,Bahrain,0.5,Education
17,17.8.1,Bahrain,0.5,Education
3,3.1.2,Bahrain,0.5,Education
3,3.2.1,Bahrain,0.5,Education
3,3.2.2,Bahrain,0.5,Education
3,3.7.2,Bahrain,0.5,Education
4,4.1.2,Bahrain,0,Education
4,4.2.1,Bahrain,0,Education
4,4.a.1,Bahrain,1,Education
4,4.c.1,Bahrain,1,Education
5,5.2.1,Bahrain,0,Education
5,5.2.2,Bahrain,0,Education
5,5.3.1,Bahrain,0,Education
5,5.3.2,Bahrain,0,Education
5,5.6.1,Bahrain,0,Education
5,5.b.1,Bahrain,0.5,Education
8,8.10.2,Bahrain,1,Education
10,10.7.1,Bahrain,0,Education
10,10.7.4,Bahrain,0,Education
16,16.1.3,Bahrain,0,Education
16,16.2.3,Bahrain,0,Education
16,16.5.1,Bahrain,0,Education
1,1.a.2,Comoros,0,Education
2,2.2.1,Comoros,0.5,Education
2,2.2.2,Comoros,0.5,Education
17,17.8.1,Comoros,0.5,Education
3,3.1.2,Comoros,0.5,Education
3,3.2.1,Comoros,0.5,Education
3,3.2.2,Comoros,0.5,Education
3,3.7.2,Comoros,0.5,Education
4,4.1.2,Comoros,0,Education
4,4.2.1,Comoros,0,Education
4,4.a.1,Comoros,0,Education
4,4.c.1,Comoros,1,Education
5,5.2.1,Comoros,0.5,Education
5,5.2.2,Comoros,0,Education
5,5.3.1,Comoros,0.5,Education
5,5.3.2,Comoros,0,Education
5,5.6.1,Comoros,0.5,Education
5,5.b.1,Comoros,0,Education
8,8.10.2,Comoros,1,Education
10,10.7.1,Comoros,0,Education
10,10.7.4,Comoros,0,Education
16,16.1.3,Comoros,0,Education
16,16.2.3,Comoros,0.5,Education
16,16.5.1,Comoros,0,Education
1,1.a.2,Djibouti,0,Education
2,2.2.1,Djibouti,0.5,Education
2,2.2.2,Djibouti,0.5,Education
17,17.8.1,Djibouti,0.5,Education
3,3.1.2,Djibouti,0.5,Education
3,3.2.1,Djibouti,0.5,Education
3,3.2.2,Djibouti,0.5,Education
3,3.7.2,Djibouti,0.5,Education
4,4.1.2,Djibouti,0,Education
4,4.2.1,Djibouti,0,Education
4,4.a.1,Djibouti,1,Education
4,4.c.1,Djibouti,1,Education
5,5.2.1,Djibouti,0,Education
5,5.2.2,Djibouti,0,Education
5,5.3.1,Djibouti,0.5,Education
5,5.3.2,Djibouti,0.5,Education
5,5.6.1,Djibouti,0,Education
5,5.b.1,Djibouti,0.5,Education
8,8.10.2,Djibouti,1,Education
10,10.7.1,Djibouti,0,Education
10,10.7.4,Djibouti,0,Education
16,16.1.3,Djibouti,0,Education
16,16.2.3,Djibouti,0,Education
16,16.5.1,Djibouti,0,Education
1,1.a.2,Egypt,0,Education
2,2.2.1,Egypt,0.5,Education
2,2.2.2,Egypt,0.5,Education
17,17.8.1,Egypt,0.5,Education
3,3.1.2,Egypt,0.5,Education
3,3.2.1,Egypt,0.5,Education
3,3.2.2,Egypt,0.5,Education
3,3.7.2,Egypt,0.5,Education
4,4.1.2,Egypt,0,Education
4,4.2.1,Egypt,0,Education
4,4.a.1,Egypt,1,Education
4,4.c.1,Egypt,1,Education
5,5.2.1,Egypt,0.5,Education
5,5.2.2,Egypt,0,Education
5,5.3.1,Egypt,0.5,Education
5,5.3.2,Egypt,0.5,Education
5,5.6.1,Egypt,0,Education
5,5.b.1,Egypt,0.5,Education
8,8.10.2,Egypt,1,Education
10,10.7.1,Egypt,0,Education
10,10.7.4,Egypt,0,Education
16,16.1.3,Egypt,0.5,Education
16,16.2.3,Egypt,0,Education
16,16.5.1,Egypt,0,Education
1,1.a.2,Iraq,0,Education
2,2.2.1,Iraq,0.5,Education
2,2.2.2,Iraq,0.5,Education
17,17.8.1,Iraq,0.5,Education
3,3.1.2,Iraq,0.5,Education
3,3.2.1,Iraq,0.5,Education
3,3.2.2,Iraq,0.5,Education
3,3.7.2,Iraq,0.5,Education
4,4.1.2,Iraq,0,Education
4,4.2.1,Iraq,1,Education
4,4.a.1,Iraq,0,Education
4,4.c.1,Iraq,1,Education
5,5.2.1,Iraq,0,Education
5,5.2.2,Iraq,0,Education
5,5.3.1,Iraq,0.5,Education
5,5.3.2,Iraq,0.5,Education
5,5.6.1,Iraq,0,Education
5,5.b.1,Iraq,0.5,Education
8,8.10.2,Iraq,1,Education
10,10.7.1,Iraq,0,Education
10,10.7.4,Iraq,0,Education
16,16.1.3,Iraq,0,Education
16,16.2.3,Iraq,0,Education
16,16.5.1,Iraq,0.5,Education
1,1.a.2,Jordan,0,Education
2,2.2.1,Jordan,0.5,Education
2,2.2.2,Jordan,0.5,Education
17,17.8.1,Jordan,0.5,Education
3,3.1.2,Jordan,0.5,Education
3,3.2.1,Jordan,0.5,Education
3,3.2.2,Jordan,0.5,Education
3,3.7.2,Jordan,0.5,Education
4,4.1.2,Jordan,0,Education
4,4.2.1,Jordan,1,Education
4,4.a.1,Jordan,1,Education
4,4.c.1,Jordan,1,Education
5,5.2.1,Jordan,0.5,Education
5,5.2.2,Jordan,0,Education
5,5.3.1,Jordan,0.5,Education
5,5.3.2,Jordan,0,Education
5,5.6.1,Jordan,0.5,Education
5,5.b.1,Jordan,0,Education
8,8.10.2,Jordan,1,Education
10,10.7.1,Jordan,0,Education
10,10.7.4,Jordan,0,Education
16,16.1.3,Jordan,0,Education
16,16.2.3,Jordan,0,Education
16,16.5.1,Jordan,0,Education
1,1.a.2,Kuwait,0,Education
2,2.2.1,Kuwait,0.5,Education
2,2.2.2,Kuwait,0.5,Education
17,17.8.1,Kuwait,0.5,Education
3,3.1.2,Kuwait,0.5,Education
3,3.2.1,Kuwait,0.5,Education
3,3.2.2,Kuwait,0.5,Education
3,3.7.2,Kuwait,0.5,Education
4,4.1.2,Kuwait,0,Education
4,4.2.1,Kuwait,0,Education
4,4.a.1,Kuwait,0,Education
4,4.c.1,Kuwait,1,Education
5,5.2.1,Kuwait,0,Education
5,5.2.2,Kuwait,0,Education
5,5.3.1,Kuwait,0,Education
5,5.3.2,Kuwait,0,Education
5,5.6.1,Kuwait,0,Education
5,5.b.1,Kuwait,0.5,Education
8,8.10.2,Kuwait,1,Education
10,10.7.1,Kuwait,0,Education
10,10.7.4,Kuwait,0,Education
16,16.1.3,Kuwait,0,Education
16,16.2.3,Kuwait,0,Education
16,16.5.1,Kuwait,0,Education
1,1.a.2,Lebanon,0,Education
2,2.2.1,Lebanon,0.5,Education
2,2.2.2,Lebanon,0.5,Education
17,17.8.1,Lebanon,0.5,Education
3,3.1.2,Lebanon,0.5,Education
3,3.2.1,Lebanon,0.5,Education
3,3.2.2,Lebanon,0.5,Education
3,3.7.2,Lebanon,0.5,Education
4,4.1.2,Lebanon,0,Education
4,4.2.1,Lebanon,0,Education
4,4.a.1,Lebanon,0,Education
4,4.c.1,Lebanon,1,Education
5,5.2.1,Lebanon,0,Education
5,5.2.2,Lebanon,0,Education
5,5.3.1,Lebanon,0.5,Education
5,5.3.2,Lebanon,0,Education
5,5.6.1,Lebanon,0,Education
5,5.b.1,Lebanon,0,Education
8,8.10.2,Lebanon,1,Education
10,10.7.1,Lebanon,0,Education
10,10.7.4,Lebanon,0,Education
16,16.1.3,Lebanon,0,Education
16,16.2.3,Lebanon,0,Education
16,16.5.1,Lebanon,0,Education
1,1.a.2,Libya,0,Education
2,2.2.1,Libya,0.5,Education
2,2.2.2,Libya,0.5,Education
17,17.8.1,Libya,0.5,Education
3,3.1.2,Libya,0.5,Education
3,3.2.1,Libya,0.5,Education
3,3.2.2,Libya,0.5,Education
3,3.7.2,Libya,0.5,Education
4,4.1.2,Libya,0,Education
4,4.2.1,Libya,0,Education
4,4.a.1,Libya,0,Education
4,4.c.1,Libya,1,Education
5,5.2.1,Libya,0,Education
5,5.2.2,Libya,0,Education
5,5.3.1,Libya,0,Education
5,5.3.2,Libya,0,Education
5,5.6.1,Libya,0,Education
5,5.b.1,Libya,0,Education
8,8.10.2,Libya,1,Education
10,10.7.1,Libya,0,Education
10,10.7.4,Libya,0,Education
16,16.1.3,Libya,0,Education
16,16.2.3,Libya,0,Education
16,16.5.1,Libya,0,Education
1,1.a.2,Mauritania,0,Education
2,2.2.1,Mauritania,0.5,Education
2,2.2.2,Mauritania,0.5,Education
17,17.8.1,Mauritania,0.5,Education
3,3.1.2,Mauritania,0.5,Education
3,3.2.1,Mauritania,0.5,Education
3,3.2.2,Mauritania,0.5,Education
3,3.7.2,Mauritania,0.5,Education
4,4.1.2,Mauritania,0,Education
4,4.2.1,Mauritania,1,Education
4,4.a.1,Mauritania,1,Education
4,4.c.1,Mauritania,1,Education
5,5.2.1,Mauritania,0,Education
5,5.2.2,Mauritania,0,Education
5,5.3.1,Mauritania,0.5,Education
5,5.3.2,Mauritania,0.5,Education
5,5.6.1,Mauritania,0,Education
5,5.b.1,Mauritania,0,Education
8,8.10.2,Mauritania,1,Education
10,10.7.1,Mauritania,0,Education
10,10.7.4,Mauritania,0,Education
16,16.1.3,Mauritania,0,Education
16,16.2.3,Mauritania,0,Education
16,16.5.1,Mauritania,0,Education
1,1.a.2,Morocco,0,Education
2,2.2.1,Morocco,0.5,Education
2,2.2.2,Morocco,0.5,Education
17,17.8.1,Morocco,0.5,Education
3,3.1.2,Morocco,0.5,Education
3,3.2.1,Morocco,0.5,Education
3,3.2.2,Morocco,0.5,Education
3,3.7.2,Morocco,0.5,Education
4,4.1.2,Morocco,0,Education
4,4.2.1,Morocco,0,Education
4,4.a.1,Morocco,1,Education
4,4.c.1,Morocco,1,Education
5,5.2.1,Morocco,0,Education
5,5.2.2,Morocco,0,Education
5,5.3.1,Morocco,0.5,Education
5,5.3.2,Morocco,0,Education
5,5.6.1,Morocco,0,Education
5,5.b.1,Morocco,0.5,Education
8,8.10.2,Morocco,1,Education
10,10.7.1,Morocco,0,Education
10,10.7.4,Morocco,0,Education
16,16.1.3,Morocco,0,Education
16,16.2.3,Morocco,0,Education
16,16.5.1,Morocco,0.5,Education
1,1.a.2,Oman,0,Education
2,2.2.1,Oman,0.5,Education
2,2.2.2,Oman,0.5,Education
17,17.8.1,Oman,0.5,Education
3,3.1.2,Oman,0.5,Education
3,3.2.1,Oman,0.5,Education
3,3.2.2,Oman,0.5,Education
3,3.7.2,Oman,0.5,Education
4,4.1.2,Oman,0,Education
4,4.2.1,Oman,1,Education
4,4.a.1,Oman,1,Education
4,4.c.1,Oman,1,Education
5,5.2.1,Oman,0,Education
5,5.2.2,Oman,0,Education
5,5.3.1,Oman,0,Education
5,5.3.2,Oman,0,Education
5,5.6.1,Oman,0,Education
5,5.b.1,Oman,0.5,Education
8,8.10.2,Oman,1,Education
10,10.7.1,Oman,0,Education
10,10.7.4,Oman,0,Education
16,16.1.3,Oman,0,Education
16,16.2.3,Oman,0,Education
16,16.5.1,Oman,0,Education
1,1.a.2,Palestine,0,Education
2,2.2.1,Palestine,0.5,Education
2,2.2.2,Palestine,0.5,Education
17,17.8.1,Palestine,0.5,Education
3,3.1.2,Palestine,0.5,Education
3,3.2.1,Palestine,0.5,Education
3,3.2.2,Palestine,0.5,Education
3,3.7.2,Palestine,0.5,Education
4,4.1.2,Palestine,0,Education
4,4.2.1,Palestine,1,Education
4,4.a.1,Palestine,1,Education
